,psdtheta_1,psdalpha_1,psdbeta_1,psdtheta_2,psdalpha_2,psdbeta_2,psdtheta_3,psdalpha_3,psdbeta_3,psdtheta_4,psdalpha_4,psdbeta_4,psdtheta_5,psdalpha_5,psdbeta_5,psdtheta_6,psdalpha_6,psdbeta_6,psdtheta_7,psdalpha_7,psdbeta_7,psdtheta_8,psdalpha_8,psdbeta_8,psdtheta_9,psdalpha_9,psdbeta_9,psdtheta_10,psdalpha_10,psdbeta_10,psdtheta_11,psdalpha_11,psdbeta_11,psdtheta_12,psdalpha_12,psdbeta_12,psdtheta_13,psdalpha_13,psdbeta_13,psdtheta_14,psdalpha_14,psdbeta_14
11,0.03908898788968337,0.038698281862390146,0.03398573398065524,0.05478264518037422,0.053133187727010076,0.030831481292709073,-0.14035769409948687,-0.1272042171242038,-0.03988844726762208,-0.07476131297416683,-0.0751539938383519,-0.06657039005706324,-0.059853978243318014,-0.059795214771216285,-0.10569792045557921,-0.09816594379579563,-0.09501762199420079,0.02547292072261754,-0.04846736500327656,-0.04843116531246674,-0.05145828928214656,-0.0522431022486794,-0.05247507293452597,-0.05125812117203539,-0.0648407077333907,-0.06397049627911075,-0.06247630383510397,0.01367656268039595,0.013834619647167872,-0.045889591449351785,-0.06738188293413959,-0.06677865256783701,-0.06463700111587499,-0.03296503773161352,-0.029668598961328584,-0.009981991798064097,-0.029740707782593377,-0.0222100703800445,-0.011527623572711431,-0.08393353551653711,-0.08436482703162405,-0.09206907990451718
12,-0.02029165241518602,-0.020559572464555118,-0.02447224084756165,-0.0639012984757121,-0.06556363069453748,-0.0831047117347545,-0.25783364637638617,-0.252562402851164,-0.1685879496346732,-0.1944453281597552,-0.199181766871658,-0.15411007218574685,-0.13248047517966824,-0.13394894816733194,-0.14133903894121183,-0.059243353577599536,-0.058818991867125955,-0.1530792250124638,-0.06182553239061363,-0.061534873358441954,-0.05962409869066025,-0.06127700212455134,-0.06083846409427313,-0.05719067418124338,0.08294655475876042,0.08805869235439308,-0.07644700129966422,-0.05826197084750863,-0.05715976185338365,-0.1141475342954188,-0.10610944995501714,-0.1038267892385758,-0.08769386570363225,-0.07346103760905069,-0.07341705202264283,-0.07313996567470937,-0.09522814870638509,-0.09525869221394045,-0.10043978579435343,-0.0791594318167502,-0.07967184179624087,-0.08786681575728683
13,-0.056819074596581094,-0.05701172665293019,-0.06035366934960647,-0.13087139607554069,-0.13248464219776016,-0.14581397117337286,-0.09018022125241179,-0.104814704784986,-0.13764106528999395,-0.15110535007975998,-0.15297893467921025,-0.17339122011779504,-0.16145673266176433,-0.15711889485571282,-0.13930669639141743,0.013109032729386827,0.017345702262911506,0.028150584690455737,-0.0603053454281171,-0.06035987002662811,-0.05890490625719367,-0.05888145836652109,-0.0585889674825206,-0.055554122710227784,-0.2043131593414029,-0.2072648686080146,-0.144727365834795,-0.1892416689006033,-0.18856771036059736,-0.17341643554845293,-0.10204504343689468,-0.09934965919409301,-0.08363273972702916,-0.03198696168834148,-0.03186672792087842,-0.03118685101732166,-0.11281811862240501,-0.1130223080031375,-0.11757941893230454,-0.11282506097664292,-0.11334029314690654,-0.12079279108626237
14,-0.10060054425190405,-0.10071145670023135,-0.10340829668233967,-0.11493258136369389,-0.11865956992913583,-0.1365820011206118,-0.12775480062733924,-0.1213551432666125,-0.0794731606092583,-0.02427033863918047,-0.01763768025019476,-0.037396291279799536,-0.011022002157671202,-0.009816041985349742,-0.05863882578213676,-0.08809703666653185,-0.0955712068794591,-0.15042913284189247,0.00025717517372078494,-0.0032706381450141276,-0.023109068718380577,-0.05541822499353383,-0.05536907691374918,-0.055701165028186596,-0.14023490264154878,-0.1403328103693449,-0.21258524658819958,-0.01678711326965579,-0.007541196871169573,-0.09625661518158952,-0.09413152418615066,-0.09363011578317076,-0.08435738696684543,-0.06583617937806338,-0.0667552732281694,-0.0695805083686134,-0.1031029145126114,-0.10309736697096791,-0.10784995318588408,-0.11221993530043849,-0.11273248991095572,-0.12018683427208043
15,-0.06911721705279424,-0.0693954766904367,-0.07300794974482326,-0.09510501288674199,-0.09962606121825407,-0.11276818198923746,-0.09788086367514498,-0.09935207227055913,-0.11283743203342064,-0.20981796521986987,-0.2008410751065087,-0.11986342524009337,-0.16467363116964978,-0.16049756574366822,-0.13871796079505072,-0.17782730574066516,-0.17756410382479945,-0.13112219883545068,-0.061861847524981944,-0.06154899195319374,-0.059809287436424406,-0.05911569331357591,-0.058811185460094825,-0.055785393648186854,-0.2266218889046506,-0.2324710195388306,-0.2082909029885266,-0.1854629234454078,-0.18430731446090962,-0.16073033336617593,-0.09363022749798237,-0.09122616660942616,-0.06926982027838129,-0.06462721642788939,-0.06469942667461287,-0.06653887666564218,-0.09935131863837578,-0.099380115816866,-0.1044013184505631,-0.09994421020653432,-0.10049526859424963,-0.1083918246310007
16,-0.060477051784045284,-0.0647392734466679,-0.0743806020605768,-0.06893006675278801,-0.06545422216127468,-0.012340004952227045,-0.04964514088709582,-0.0503704052312836,0.00181933308806051,-0.1940725250094679,-0.19351769103721628,-0.13236200974321571,-0.16113041965083147,-0.159364065775373,-0.14706645591772843,0.04885844868949268,0.052001762663313626,0.15902673647169766,-0.05998296973641327,-0.05966334188998504,-0.05898283745945931,-0.058247468247830204,-0.05813385243545541,-0.05384469881870481,-0.16295821162884178,-0.16549367166992673,-0.17421271737224692,-0.20952917416328365,-0.20871399675546118,-0.18985449300523316,-0.08545674752392676,-0.08345223756188284,-0.05932260043252634,-0.07213831839490345,-0.07170548680520694,-0.05856684468209451,-0.09069537383412316,-0.09073321638464482,-0.09611891194941367,-0.09746091574974446,-0.09800274968052937,-0.10591490132152039
17,-0.08668190112505542,-0.08692135977004,-0.09024293330501958,-0.032980698867801014,-0.03481065908973967,-0.05390576921538125,-0.24195815613903873,-0.23253191945551996,-0.13468532712219103,-0.049804480869261536,-0.05174769042675871,-0.09408689729874822,-0.13479204577639467,-0.1351846495433817,-0.14117192389633837,-0.0053451758189425455,0.024455845919330258,0.20281940627049264,-0.05640379643579795,-0.05649549070418201,-0.05612566902062898,-0.05345324000713528,-0.054203131549266835,-0.05608872363733501,-0.16747113946185643,-0.16856171102918635,-0.0844484614054088,-0.15768741744872153,-0.15683990452756746,-0.14196153515734142,-0.046057866517805926,-0.04002317423397105,-0.028560018996716948,-0.06090757638258425,-0.0594300461612955,-0.04331311462906003,-0.05990322254192837,-0.05968139362429769,-0.06482730450923406,-0.09317862697690983,-0.09366027143377194,-0.10140366241904084
18,-0.0815370947785349,-0.08095317596210022,-0.07706996030650456,-0.12675939615876852,-0.12813865482785053,-0.14164965470604315,0.04175429764059305,0.0649199863451081,0.030461254264555593,-0.05616846492947685,-0.06021602196826585,-0.13088818847080344,-0.17865886261712755,-0.17407115999392156,-0.15085475949270638,-0.27390884098551344,-0.2758317245108704,-0.3022239042884347,-0.06249476452147384,-0.062390275198770266,-0.060345648072205924,-0.058650890179702216,-0.05830915323486047,-0.0559018079301573,-0.1802365583864032,-0.18484403431420457,-0.1762710968784823,-0.19743597786672187,-0.19653646105423805,-0.17132213005063765,-0.07999169532870784,-0.07862305973208165,-0.07155079817137004,-0.031055144629042825,-0.031025303276234508,-0.030889879910901943,-0.10798599732912292,-0.10798623416587577,-0.11261030620101757,-0.09675255268912049,-0.09732518192488895,-0.10538732127990234
19,-0.07427741466361176,-0.07805657767702293,-0.11271542953526666,-0.1402286665194764,-0.14156598390961664,-0.15435888748212193,-0.1708045935355988,-0.16891118668142463,-0.1335283659094931,-0.11783900184608652,-0.11672707974676536,-0.10894010616402532,-0.18584216257707614,-0.18132114846236908,-0.1545093939095453,-0.16938926810996763,-0.18006642123442715,-0.2827353207690742,-0.06291293906227899,-0.06259370127566688,-0.059810441874155997,-0.05924602543705223,-0.05874058189454062,-0.05582134228318209,-0.22501951300642073,-0.2335672404177368,-0.20000068965554915,-0.2026496975256356,-0.20258688828554813,-0.1836436526248956,-0.03121366731109088,-0.032741928078386176,-0.0447113984585239,-0.06991895702459461,-0.07080645028085364,-0.076402653439746,-0.11289337526721445,-0.11305711752452088,-0.1186647254173288,-0.1083746592689792,-0.10951976068255183,-0.12244291812213563
20,-0.11106000239110207,-0.11122860474862103,-0.11410808107567688,-0.14002360615608334,-0.14135893826055287,-0.1541499073979007,-0.09571924334180903,-0.08970232387403795,-0.008976888097478698,-0.18236088607126896,-0.1724217507222381,-0.09026676088448146,-0.1846180838584315,-0.18064831566044828,-0.16122500852253097,-0.285594905213824,-0.290272826968139,-0.3357775965555874,-0.054715690342323715,-0.054974298498042376,-0.05781283010360437,-0.05863930647727975,-0.0583986190003751,-0.0549597230593768,-0.18510950448816096,-0.17898956295605137,-0.046378881146872095,-0.18200060724568726,-0.18143502171188486,-0.12672633942999192,-0.0359196037720973,-0.03713922968161849,-0.04709766090934486,-0.0654968770848913,-0.06583778627323805,-0.061146637522012846,-0.10652252597043571,-0.10652723838800322,-0.11122602908442274,-0.10690056800617308,-0.10824368402099688,-0.12016292374686756
21,-0.11750636783954758,-0.11871760899634058,-0.12152457187284732,-0.11431000569649105,-0.11569900515444939,-0.12979993860686131,-0.22425991357912856,-0.22203931195420323,-0.1511694454523678,-0.17424959453560498,-0.161830361691464,-0.020221457007528462,-0.16382178662300578,-0.16022715398311316,-0.12819585027078578,-0.11259764044819619,-0.11269667121793468,-0.15869034622637632,-0.06214830759701384,-0.06201129768541174,-0.06030684368827618,-0.05811253165642976,-0.057620951924253414,-0.05494775075786234,-0.16183534332497596,-0.1483425937330767,-0.12418557511064006,-0.17346905910922444,-0.16906553659877244,-0.1398593534818144,-0.10547053003767454,-0.10257265397671754,-0.08552124191081581,-0.07749575724864366,-0.07780998956584968,-0.07760394891873777,-0.11309297223242268,-0.11316153557943218,-0.11753937483117076,-0.11589137586549639,-0.1163967868299263,-0.1237396616091977
22,-0.1232068984760215,-0.12404428403138837,-0.1275314778542592,-0.12970456936770886,-0.13201477528207384,-0.15196481799053432,-0.25653015827986886,-0.25072649601738367,-0.17025803870914819,-0.1904930337780585,-0.1835705040326662,-0.17772872841894422,-0.18919647833950398,-0.18472515880153823,-0.1636552492317638,-0.13521807440678088,-0.13697778411384337,-0.20515783091728076,-0.06135162366227399,-0.06109415587126084,-0.05936317709764072,-0.0603056472569807,-0.05991522915940288,-0.056629696404946674,-0.2646198984955664,-0.27337155302836846,-0.28353596601067055,-0.2013520669703956,-0.2010824421215164,-0.18708193586780236,-0.08982260778397493,-0.0878604053372445,-0.07692554735420012,-0.07815113881894159,-0.07858820339485377,-0.08085060696173195,-0.11380311543013562,-0.11390432356420854,-0.11862319480914092,-0.11670644791746371,-0.11742280586591392,-0.12484745163883551
23,-0.12096803568150695,-0.12167587323405823,-0.1244421676098676,-0.1395258755019008,-0.14086635031670522,-0.15370163576008355,0.04661853044477449,0.018293768436591865,-0.11384226698737085,-0.17072034404194705,-0.15689856161808863,0.10817102917335737,-0.05790561653505533,-0.06595808994472431,-0.061006238100418615,-0.2980013139652746,-0.3021106212044818,-0.34664697861353594,-0.04733828596206618,-0.04686857557149395,-0.0467443602371606,-0.05231974870152952,-0.05251066356692253,-0.05289169999197351,-0.12714895388748157,-0.12814493272502775,-0.11927279758599613,-0.17653744860153806,-0.17540576439851746,-0.15458122839225893,-0.09557991442213508,-0.09327995745243264,-0.08010025256008811,-0.0768588916773433,-0.07680997544225324,-0.07649979852583118,-0.11259867167391908,-0.11258049999007548,-0.11698243032862768,-0.11411250112701925,-0.11498094707445614,-0.1232819748263218
24,0.3615217242096201,0.3608269063093285,0.35220206806557514,-0.07317308217263152,-0.07478251111136161,-0.0915583937724689,4.411563717374271,4.1861778728673,2.062303097346171,10.28570405135548,10.45656497054044,17.382939501962493,14.881635947600971,14.815597247363316,13.187188156514827,1.2468596014178779,1.3769503767571258,3.229837780990395,0.7861393732187255,0.8248252854495817,0.5137735512254656,0.33791533015852526,0.33683592231912757,0.17795831185019462,10.808419826871376,11.22238876772884,12.639044060304066,13.025079846894975,13.027474657059901,12.919318555835293,0.27679136124695886,0.25641022858568024,0.12280016657378452,2.980947385632695,2.980076835765424,2.9761037779229302,0.9651354788999494,0.9618361693326013,0.9076258566237727,0.9953034655947759,0.9926901443036423,0.9501320705239024
25,-0.11421960903529181,-0.11436262436697214,-0.11713078110103216,0.24197272840852008,0.2732219434159765,0.6452219445839728,0.04956805549384856,0.044111220129998484,-0.00680435169193033,-0.24312129621678008,-0.24893253948575533,-0.18646461766492894,-0.18464625323223804,-0.1807928198195674,-0.16095623581853677,0.02114531321120366,0.05298068920169306,0.40240448073811613,-0.057767627732439764,-0.05773448263264984,-0.05726823799598975,-0.05736152589426563,-0.057184673576754885,-0.05524892675576065,-0.17306239794709816,-0.17689772847169946,-0.1739105799751356,-0.18533405558461308,-0.18423442673064086,-0.16344877974634187,-0.11114471927880952,-0.10790210573935917,-0.08861346107997785,-0.08260019665549512,-0.08255548950554013,-0.08226045153476286,-0.11212371785412684,-0.11210481651709792,-0.11651451100499728,-0.11436141172185117,-0.11486733875171745,-0.12223875972552925
26,-0.11378081236543569,-0.11495864860716822,-0.12461614589968378,-0.12847373341859644,-0.13123709034806474,-0.15162190531559824,-0.19920954210428607,-0.1998277602822224,-0.1539911888402345,-0.24569456981168145,-0.2510345152828231,-0.10994180973863654,-0.131511631292738,-0.12780917159133195,-0.12728656079948594,-0.1026327299970661,-0.09887202631822899,0.11741824554491198,-0.06323752450570222,-0.06298784164354139,-0.06105191713193964,-0.059279009887786525,-0.059097633599197515,-0.05677060563695808,-0.25198642279036976,-0.2608799818208123,-0.29148395626032425,-0.2041078391689392,-0.2036130121783193,-0.18727976309528735,-0.10829850909201343,-0.10590092386173638,-0.08927732739900182,-0.08120209438824742,-0.08128671027438092,-0.08149305329433086,-0.11419684445698591,-0.11418230627335778,-0.11854617991374339,-0.11572005264108022,-0.11623778753375637,-0.12363577360510994
27,-0.10947371297350322,-0.10960898192724176,-0.11235311235075417,-0.09706059295014399,-0.1011226492909243,-0.14232411613316256,0.049958302061309856,0.04886367853532036,-0.0915912352152399,-0.26765899782764246,-0.2661962621921219,-0.13421930603328308,-0.17920168112475973,-0.17485587458822383,-0.15220649220275737,-0.21883881802893296,-0.22162753084420836,-0.30643267865846824,-0.06319896855247804,-0.06294184101162817,-0.06086260926616671,-0.058527991564331736,-0.058257132903930725,-0.0558369111486669,-0.23237113995628159,-0.23855786813698715,-0.2795634290077653,-0.1936260041805403,-0.19245417252731886,-0.16708782516985826,-0.10475153226029428,-0.10180052226455709,-0.08352540428454924,-0.07109401379419514,-0.07096830326214235,-0.07222451417971015,-0.1110129242095909,-0.1109940312329846,-0.11544065643035746,-0.11296599888854418,-0.1139246459505973,-0.12342276528377458
28,-0.08042777194355183,-0.0840327160741602,-0.10636191170552106,-0.09285130331019507,-0.09407646371698344,-0.12439818894326701,-0.15340498712667772,-0.1489233818951468,-0.09739126656612943,-0.1573764770362855,-0.15770012039396178,-0.12083004425105899,-0.04926760223622872,-0.04831587742171292,-0.0756100962668749,-0.134801251841871,-0.13531758247865117,-0.2379967142234765,-0.06263869537567443,-0.062369026601321494,-0.05986107132889409,-0.05575956756603681,-0.05568039838376715,-0.05404985665362196,-0.21535186295782155,-0.21998181067453385,-0.2393403943250241,-0.17789381067476764,-0.177269704074758,-0.16616887290683782,-0.09337201266203521,-0.09167577431924928,-0.08111733831874322,-0.07175015535456396,-0.07175921344100934,-0.07391891100214908,-0.10608029985155124,-0.10606107748618528,-0.11065663622640955,-0.10607811189992898,-0.10741707174715662,-0.12054462762644054
29,-0.12565444724306185,-0.12618381544085056,-0.13083299044237848,-0.13404128572522625,-0.13600732296240445,-0.15387436151113776,-0.2674601791554074,-0.2610815316836339,-0.16719092121552978,-0.16872759705948073,-0.16666385100718178,-0.1751271353988522,-0.08170400171620971,-0.08058324582657854,-0.12126843302667709,-0.19742646723603482,-0.1964042743812566,-0.17827090786972444,-0.06024809527715412,-0.06011486732654071,-0.05903812089672016,-0.05616822478178818,-0.056402627144005346,-0.05626320071722893,-0.29525285484813363,-0.30313005389624154,-0.3178961892743053,-0.1988765959192411,-0.19874536618091204,-0.1855303041133346,-0.11281061620908829,-0.10947005541718394,-0.08953713005255398,-0.08050718275594076,-0.08067129131013384,-0.0809476246658928,-0.11543639387937546,-0.11541194736006063,-0.11969444483462145,-0.11854974114741425,-0.11904940439488633,-0.12630590231714475
30,-0.006632169124364441,-0.006855160084224282,-0.010566250174155854,-0.05719963342022298,-0.05885157475605007,-0.07646387000912272,0.045809513290672184,0.06861820450969383,0.053645181641747246,-0.21099194320630066,-0.1993112414910314,-0.09556232513548392,0.3638133930000793,0.39462046735609707,0.41756176783501775,0.32651081976711754,0.37373526346725133,0.6343248996610561,-0.05718733296126891,-0.05792306323936285,-0.05835520229178195,-0.05671324885972879,-0.056951057067932534,-0.05562384564174571,-0.1319640833150203,-0.14318325706108984,-0.1446292755780133,-0.11540918934509992,-0.11424740040633666,-0.08934208714526179,-0.08490756024646977,-0.08307804263668794,-0.07896366244416528,-0.062211498459221574,-0.060768543726952534,-0.050877034302219994,-0.09466614208151697,-0.09468157058756979,-0.09979444909397452,-0.09345335619744785,-0.09399106408778947,-0.10197508766459867
